id,url,label,tweet,author,created_at,source_file,hasztag/canidate,tweet_clean,tweet_no_stop,tweet_base_no_stop
1.92E+18,https://x.com/Lewica_News/status/1917642441064341508,neutralny,#Biejat2025 https://t.co/eo0r5YGOnJ,Lewica_News,Wed Apr 30 18:09:20 +0000 2025,tweets__Biejat2025_20250505_114449.csv,tweets__Biejat2025, biejat2025 ,biejat2025,biejat2025
1.91E+18,https://x.com/purplePulpecik/status/1911803720171422009,negatywny,#biejat2025 idź na tą debatę! Błagam cię kobieto uratuj lewice przed Tuskiem chyba że chcesz dać wszystkie punkty zandbergowi,purplePulpecik,Mon Apr 14 15:28:21 +0000 2025,tweets__Biejat2025_20250505_122318.csv,tweets__Biejat2025, biejat2025 idź na tą debatę! błagam cię kobieto uratuj lewice przed tuskiem chyba że chcesz dać wszystkie punkty zandbergowi,biejat2025 idź tą debatę! błagam kobieto uratuj lewice tuskiem chyba chcesz dać punkty zandbergowi,biejat2025 iść ten debata! błagać kobieto uratujć lewika tusk chyba chcieć dać punkt zandberg
1.92E+18,https://x.com/AliceAnat1204/status/1919220694455324677,negatywny,@AcabPatryk @Sta61536Stanis @Maria0179463241 @MagdaBiejat Co za bzdury!,AliceAnat1204,Mon May 05 02:40:45 +0000 2025,tweets__Biejat_replies_1918239998899310974_20250505_123744.csv,tweets__Biejat, co za bzdury!,bzdury!,bzdura!
1.92E+18,https://x.com/raze_neon42961/status/1917918072566067363,negatywny,"@TyranozaurHEX @dobrobytipokoj Wydaje mi się, że skutek może być odwrotny. Widać, że system panicznie boi się #Maciak #Maciak2025",raze_neon42961,Thu May 01 12:24:36 +0000 2025,tweets__Maciak2025_20250505_111741.csv,tweets__Maciak2025," wydaje mi się, że skutek może być odwrotny. widać, że system panicznie boi się maciak maciak2025","wydaje się, skutek odwrotny. widać, system panicznie boi maciak maciak2025","wydawać się, skutek odwrotny. widać, system panicznie bać Maciak maciak2025"
1.92E+18,https://x.com/Zbignie58317520/status/1917565043622764936,negatywny,"@DorotaRyga79227 @AgnTkacz @szymon_holownia Mocne argumenty, wykapany Pan Marszałek, strach dyskutować.",Zbignie58317520,Wed Apr 30 13:01:47 +0000 2025,tweets__Holownia_replies_1917278474839924899_20250505_130429.csv,tweets__Holownia," mocne argumenty, wykapany pan marszałek, strach dyskutować.","mocne argumenty, wykapany marszałek, strach dyskutować.","mocny argument, wykapany marszałek, strach dyskutować."
1.92E+18,https://x.com/Orsa1675934/status/1916093728353026056,negatywny,"@ChlopWciazyx @TONYCH1N @lukaszkopczyk @WICKET44 Ja nie rozumiem jednego : po co opisywać całemu światu swoje rozterki z życia osobistego?... Może naprawdę jest jakieś drugie dno w tej operze mydlanej ? Bardzo dobrze, że sztab odciął się od tego i dobrze by było takim sytuacjom zapobiegać w przyszłości. #Braun2025 🇵🇱",Orsa1675934,Sat Apr 26 11:35:18 +0000 2025,tweets__Braun2025_20250505_122023.csv,tweets__Braun2025," ja nie rozumiem jednego : po co opisywać całemu światu swoje rozterki z życia osobistego?. może naprawdę jest jakieś drugie dno w tej operze mydlanej ? bardzo dobrze, że sztab odciął się od tego i dobrze by było takim sytuacjom zapobiegać w przyszłości. braun2025  ","rozumiem jednego : opisywać całemu światu rozterki życia osobistego?. naprawdę jakieś drugie dno operze mydlanej ? dobrze, sztab odciął takim sytuacjom zapobiegać przyszłości. braun2025","rozumieć jeden: opisywać cały świat rozterka życie osobisty?. naprawdę jakiś drugi dno opera mydlany? dobrze, sztab odciąć taki sytuacja zapobiegać przyszłość. braun2025"
1.92E+18,https://x.com/lone_voidwalker/status/1916936002498593119,negatywny,"#debata #debatasuperexpress #debataprezydencka Mocne 2/10. Absolutnie wszyscy wypadli bardzo słabo.  Trzaskowskiemu znowu pomieszały się twarze.  Nawrocki miał problem ze zrozumieniem pytań.  Stanowski stracił werwę.  Połowa pozostałych oparła swoją linię w całości o pieprzenie tylko i wyłącznie o POPiSie.  Druga połowa pieprzyła o antysemityzmie...  No i pan Maciak, który dalej nie powiedział kim jest, ale za to mówił trochę dziwne rzeczy...  Absolutnie nikt nie mówił rzeczowo. Wszyscy, bez wyjątku, tłukli tylko w kółko i w kółko te same hasełka reklamowe. Nie zarzucam im braku wiary we własne poglądy, ale poziom sztuczności był ogromny. Od słuchania tego samego dokładnie w ten sam sposób za każdym razem człowieka po prostu mdli.",lone_voidwalker,Mon Apr 28 19:22:12 +0000 2025,tweets__DebataPrezydencka_20250505_114856.csv,tweets__DebataPrezydencka," debata debatasuperexpres debataprezydencka mocne 2/10. absolutnie wszyscy wypadli bardzo słabo. trzaskowskiemu znowu pomieszały się twarze. nawrocki miał problem ze zrozumieniem pytań. stanowski stracił werwę. połowa pozostałych oparła swoją linię w całości o pieprzenie tylko i wyłącznie o popisie. druga połowa pieprzyła o antysemityzmie. no i pan maciak, który dalej nie powiedział kim jest, ale za to mówił trochę dziwne rzeczy. absolutnie nikt nie mówił rzeczowo. wszyscy, bez wyjątku, tłukli tylko w kółko i w kółko te same hasełka reklamowe. nie zarzucam im braku wiary we własne poglądy, ale poziom sztuczności był ogromny. od słuchania tego samego dokładnie w ten sam sposób za każdym razem człowieka po prostu mdli.","debata debatasuperexpres debataprezydencka mocne 2/10. absolutnie wypadli słabo. trzaskowskiemu pomieszały twarze. nawrocki problem zrozumieniem pytań. stanowski stracił werwę. połowa pozostałych oparła swoją linię całości pieprzenie wyłącznie popisie. druga połowa pieprzyła antysemityzmie. maciak, dalej powiedział kim jest, mówił trochę dziwne rzeczy. absolutnie nikt mówił rzeczowo. wszyscy, wyjątku, tłukli kółko kółko same hasełka reklamowe. zarzucam braku wiary własne poglądy, poziom sztuczności ogromny. słuchania samego dokładnie każdym razem człowieka prostu mdli.","debata debatasuperexpres debataprezydencki mocny 2/10. absolutnie wypaść słabo. trzaskowski pomieszać twarz. nawrocki problem zrozumieć pytanie. Stanowski stracić werwa. połowa pozostały oprzeć swój linia całość pieprzenie wyłącznie popis. drugi połowa pieprzyć antysemityzmie. Maciak, daleko powiedzieć kto być, mówić trochę dziwny rzecz. absolutnie nikt mówić rzeczowo. wszyscy, wyjątek, tłukć kółko kółko sam hasełko reklamowy. zarzucać brak wiara własny pogląd, poziom sztuczność ogromny. słuchać sam dokładnie każdy raz człowiek prosty mść."
1.92E+18,https://x.com/pawlik06/status/1918796694621175903,pozytywny,"#KotwicaHistorii #Nawrocki2025 #NawrockiPrezydent2025 #DrużynaNawrockiego Nawrocki spotkał się z amerykańską Polonią. ""To dla mnie ważne, aby być dzisiaj z Polakami""  https://t.co/18zB6tvPQt",pawlik06,Sat May 03 22:35:56 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025," kotwicahistori nawrocki2025 nawrockiprezydent2025 drużynanawrockiego nawrocki spotkał się z amerykańską polonią. ""to dla mnie ważne, aby być dzisiaj z polakami"" ","kotwicahistori nawrocki2025 nawrockiprezydent2025 drużynanawrockiego nawrocki spotkał amerykańską polonią. ""to ważne, polakami""","Kotwicahistori nawrocki2025 nawrockiprezydent2025 drużynanawrockiy nawrocki spotkać amerykański poloń. "" to ważny, polak """
1.92E+18,https://x.com/aryz_fn/status/1916785477492842564,negatywny,@trzaskowski_ pic na wodę fotomontaż #mentzen2025,aryz_fn,Mon Apr 28 09:24:04 +0000 2025,tweets__Mentzen2025_20250505_111555.csv,tweets__Mentzen2025, pic na wodę fotomontaż mentzen2025,pic wodę fotomontaż mentzen2025,pic woda fotomontaż mentzen2025
1.92E+18,https://x.com/BellChateau/status/1919140512293925247,pozytywny,@20Jaskulski 18 maja pokażemy moc 💪 #Trzaskowski2025  #WygraCałaPolska https://t.co/kP0KOhxzrm,BellChateau,Sun May 04 21:22:08 +0000 2025,tweets__Trzaskowski2025_20250505_122839.csv,tweets__Trzaskowski2025, 18 maja pokażemy moc   trzaskowski2025 wygracałapolska ,18 maja pokażemy moc trzaskowski2025 wygracałapolska,18 maj pokazać moc trzaskowski2025 wygracałapolska
1.92E+18,https://x.com/KarolPopieramy/status/1918739522231156870,pozytywny,🔥 Polonia w Chicago dosłownie zakochała się w #Nawrocki2025 😃🇵🇱 https://t.co/oINFKHlR8z,KarolPopieramy,Sat May 03 18:48:45 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025,  polonia w chicago dosłownie zakochała się w nawrocki2025    ,polonia chicago dosłownie zakochała nawrocki2025,polonia chicago dosłownie zakochać nawrocki2025
1.92E+18,https://x.com/djadrena_line/status/1918709863317672056,pozytywny,@Nawrocki25 Piękny gest pamięci i szacunku dla naszej historii — dziękujemy za budowanie mostów między Polonią a Ojczyzną!✌🏻🇵🇱 #PolskaPamięta #Nawrocki2025,djadrena_line,Sat May 03 16:50:53 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, piękny gest pamięci i szacunku dla naszej histori — dziękujemy za budowanie mostów między polonią a ojczyzną!   polskapamięta nawrocki2025,piękny gest pamięci szacunku naszej histori — dziękujemy budowanie mostów polonią ojczyzną! polskapamięta nawrocki2025,piękny gest pamięć szacunek nasz historia — dziękować budować most polonić ojczyzna! polskapamięty nawrocki2025
1.92E+18,https://x.com/RockstarWo79350/status/1916765010879013309,neutralny,"Dziś debata w Super Express. Mam wielkie przekonanie, że Szymon Hołownia po niej może dogonić Mentzena. Obecnie w SONDAŻACH Hołownia ma już stabilne 8%, a Mentzen waha się w granicach 11–12%. Różnica nie jest duża.  #Hołownia2025 #Mentzen2025",RockstarWo79350,Mon Apr 28 08:02:45 +0000 2025,tweets__Mentzen2025_20250505_111555.csv,tweets__Mentzen2025,"dziś debata w super expres. mam wielkie przekonanie, że szymon hołownia po niej może dogonić mentzena. obecnie w sondażach hołownia ma już stabilne 8%, a mentzen waha się w granicach 1–12%. różnica nie jest duża. hołownia2025 mentzen2025","debata super expres. wielkie przekonanie, szymon hołownia dogonić mentzena. obecnie sondażach hołownia stabilne 8%, mentzen waha granicach 1–12%. różnica duża. hołownia2025 mentzen2025","debata super expres. wielki przekonanie, szymon hołownia dogonić mentzena. obecnie sondażach hołownia stabilny 8 %, mentzen wahać granica 1 – 12 %. różnica duży. hołownia2025 mentzen2025"
1.91E+18,https://x.com/anjalis46976381/status/1912145003565953294,neutralny,"The ""1369 Life Express"" service is the first China-Vietnam medical aid provider at the border between the two neighbors. #يزيد_الراجحي #LaCasaDelLosFamosoCol #WWERaw    #AmbedkarJayanti #AVFC #clancyvienna #DebataPrezydencka #โตโน่ #ValeTudo #SB19 #debata",anjalis46976381,Tue Apr 15 14:04:29 +0000 2025,tweets__DebataPrezydencka_20250505_122438.csv,tweets__DebataPrezydencka,"the ""1369 life expres"" service is the first china-vietnam medical aid provider at the border betwen the two neighbors. يزيد_الراجحي lacasadellosfamosocol weraw  ambedkarjayanti avfc clancyviena debataprezydencka โตโน่ valetudo sb19 debata","the ""1369 life expres"" service is the first china-vietnam medical aid provider at the border betwen the two neighbors. يزيد_الراجحي lacasadellosfamosocol weraw ambedkarjayanti avfc clancyviena debataprezydencka โตโน่ valetudo sb19 debata","the "" 1369 life expres "" service is the first china - vietnam medical aid provider at the border betwna the two neighbors. يزيد_الراجحي lacasadellosfamosocol weraw ambedkarjayanti avfc clancyvien debataprezydencki โตโน่ valetudo sb19 debata"
1.92E+18,https://x.com/szefernaker/status/1918712435172573284,neutralny,#Nawrocki2025,szefernaker,Sat May 03 17:01:07 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, nawrocki2025,nawrocki2025,nawrocki2025
1.92E+18,https://x.com/JotMonia/status/1919144399058899042,pozytywny,#Trzaskowski2025  #WygraCałaPolska,JotMonia,Sun May 04 21:37:35 +0000 2025,tweets__Trzaskowski2025_20250505_122839.csv,tweets__Trzaskowski2025, trzaskowski2025 wygracałapolska,trzaskowski2025 wygracałapolska,trzaskowski2025 wygracałapolska
1.92E+18,https://x.com/Normalinokenobi/status/1916914816028999743,pozytywny,MENTZEN dzisiaj kolejny raz bardzo dobrze mowi ❤️🙏 #debata #debataprezydencka,Normalinokenobi,Mon Apr 28 17:58:01 +0000 2025,tweets__DebataPrezydencka_20250505_114856.csv,tweets__DebataPrezydencka,mentzen dzisiaj kolejny raz bardzo dobrze mowi    debata debataprezydencka,mentzen kolejny mowi debata debataprezydencka,mentzen kolejny mowić debata debataprezydencki
1.91E+18,https://x.com/PbaVirm/status/1913305314285302155,pozytywny,Rozdawałem dziś ulotki Zandberga w swojej wsi  #zandberg2025,PbaVirm,Fri Apr 18 18:55:09 +0000 2025,tweets__zandberg2025_20250505_120449.csv,tweets__zandberg2025,rozdawałem dziś ulotki zandberga w swojej wsi zandberg2025,rozdawałem ulotki zandberga swojej wsi zandberg2025,rozdawać być ulotka zandberga swój wieś zandberg2025
1.92E+18,https://x.com/BufeFibi/status/1919077554301927891,neutralny,#Trzaskowski2025,BufeFibi,Sun May 04 17:11:58 +0000 2025,tweets__Trzaskowski2025_20250505_122839.csv,tweets__Trzaskowski2025, trzaskowski2025,trzaskowski2025,trzaskowski2025
1.92E+18,https://x.com/ewefemme/status/1919084898284880334,pozytywny,"Pytanie do kobiet, retoryczne.  #KobietyNaWybory są połową społeczeństwa. Jeśli nie odpuścimy i żaden głos kobiety nie zostanie zmarnowany, wybierzemy prezydenta, który zawsze wspierał kobiety. Wybierzemy #Trzaskowski2025 Tylko my https://t.co/bM69SXihRL",ewefemme,Sun May 04 17:41:09 +0000 2025,tweets__Trzaskowski2025_20250505_122839.csv,tweets__Trzaskowski2025,"pytanie do kobiet, retoryczne. kobietynawybory są połową społeczeństwa. jeśli nie odpuścimy i żaden głos kobiety nie zostanie zmarnowany, wybierzemy prezydenta, który zawsze wspierał kobiety. wybierzemy trzaskowski2025 tylko my ","pytanie kobiet, retoryczne. kobietynawybory połową społeczeństwa. odpuścimy głos kobiety zostanie zmarnowany, wybierzemy prezydenta, wspierał kobiety. wybierzemy trzaskowski2025","pytanie kobieta, retoryczny. kobietynawybory połowa społeczeństwo. odpuścić głos kobieta zostać zmarnować, wybierzemy prezydent, wspierać kobieta. wybierzemy trzaskowski2025"
1.92E+18,https://x.com/Kulig1Kulig/status/1919048107628610005,pozytywny,"@olejnik_lukasz1 @trzaskowski_ Fajne te wasze zdjęcia,  takie bajkowe #Nawrocki #Nawrocki2025 https://t.co/RAbTr2kqG7",Kulig1Kulig,Sun May 04 15:14:57 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025," fajne te wasze zdjęcia, takie bajkowe nawrocki nawrocki2025 ","fajne zdjęcia, bajkowe nawrocki nawrocki2025","fajny zdjęcie, bajkowy nawrocki nawrocki2025"
1.92E+18,https://x.com/PotomekAbrahama/status/1916194104624418936,pozytywny,@Nawrocki25 @NawrockiKn #NajpierwPolska #Nawrocki2025,PotomekAbrahama,Sat Apr 26 18:14:10 +0000 2025,tweets__Nawrocki2025_20250505_121657.csv,tweets__Nawrocki2025, najpierwpolska nawrocki2025,najpierwpolska nawrocki2025,najpierwpolska nawrocki2025
1.92E+18,https://x.com/Pelagia830911/status/1918055762460631283,neutralny,Dla przypomnienia:  27 stycznia 2022 roku sejm przyjął uchwałę o pomocy Ukrainie. Przeciw był tylko polski poseł Grzegorz Braun.  #BraunPower #GrzegorzBraun_ #Braun #Braun2025 #GrzegorzBraun2025 #wyboryprezydenckie #Wybory2025 #Wybory #bialapodlaska #STOPukrainizacjiPolski #sejm https://t.co/KlzZYqGY0i,Pelagia830911,Thu May 01 21:31:44 +0000 2025,tweets__WyboryPrezydenckie_20250505_115906.csv,tweets__WyboryPrezydenckie,dla przypomnienia: 27 stycznia 202 roku sejm przyjął uchwałę o pomocy ukrainie. przeciw był tylko polski poseł grzegorz braun. braunpower grzegorzbraun_ braun braun2025 grzegorzbraun2025 wyboryprezydenckie wybory2025 wybory bialapodlaska stopukrainizacjipolski sejm ,przypomnienia: 27 stycznia 202 sejm przyjął uchwałę pomocy ukrainie. przeciw polski poseł grzegorz braun. braunpower grzegorzbraun_ braun braun2025 grzegorzbraun2025 wyboryprezydenckie wybory2025 wybory bialapodlaska stopukrainizacjipolski sejm,przypomnienie: 27 styczeń 202 sejm przyjąć uchwała pomoc ukrainie. przeciw polski poseł grzegorz braun. braunpower grzegorzbraun _ braun braun2025 grzegorzbraun2025 wyboryprezydencki wybory2025 wybory bialapodlaski stopukrainizacjipolski sejm
1.92E+18,https://x.com/lewakiwon/status/1919140836832342187,negatywny,"@trzaskowski_ Spróbuj tej jedności u niemców, bo Polacy nigdy z takimi rządzącymi, jak wy nie będą się jednoczyć. https://t.co/BUYIDucZKB",lewakiwon,Sun May 04 21:23:26 +0000 2025,tweets__Trzaskowski_replies_1919112911638909247_20250505_133320.csv,tweets__Trzaskowski," spróbuj tej jedności u niemców, bo polacy nigdy z takimi rządzącymi, jak wy nie będą się jednoczyć. ","spróbuj jedności niemców, polacy takimi rządzącymi, jednoczyć.","spróbuj jedność niemiec, Polak taki rządzący, jednoczyć."
1.92E+18,https://x.com/Patriotka1982/status/1918844625235607561,negatywny,@TrudnyTyp @GrzegorzBraun_ MUSISZ BYC KONKRETNYM DEBILEM LUB SPRZEDAJNĄ SZMATĄ ZE MASZ COS TAKIEGO W PROFILU⬇️🤡 https://t.co/xB2t8fr62l,Patriotka1982,Sun May 04 01:46:23 +0000 2025,tweets__Braun_replies_1918394614819557745_20250505_125409.csv,tweets__Braun, musisz byc konkretnym debilem lub sprzedajną szmatą ze masz cos takiego w profilu   ,musisz konkretnym debilem sprzedajną szmatą masz takiego profilu,musieć konkretny debil sprzedajny szmata mieć taki profil
1.91E+18,https://x.com/MaciejDbrowsk11/status/1913653537482944571,neutralny,"📍 Autorska prognoza 1 Tura - WYBORY PREZYDENCKIE 2025 🇵🇱 Wyniki:   @trzaskowski_ 35,2% @NawrockiKn - 28,7% @SlawomirMentzen - 15,5% @szymon_holownia - 6,9% @ZandbergRAZEM -3,6% @GrzegorzBraun_ - 3,3% @MagdaBiejat - 2,6% @K_Stanowski - 1,5% Inni - 2,7% #WyboryPrezydenckie https://t.co/MMnvdTJeQN",MaciejDbrowsk11,Sat Apr 19 17:58:51 +0000 2025,tweets__WyboryPrezydenckie_20250505_122611.csv,tweets__WyboryPrezydenckie,"  autorska prognoza 1 tura - wybory prezydenckie 2025   wyniki: 35,2% - 28,7% - 15,5% - 6,9% -3,6% - 3,3% - 2,6% - 1,5% ini - 2,7% wyboryprezydenckie ","autorska prognoza 1 tura - wybory prezydenckie 2025 wyniki: 35,2% - 28,7% - 15,5% - 6,9% -3,6% - 3,3% - 2,6% - 1,5% ini - 2,7% wyboryprezydenckie","autorski prognoza 1 tura - wybory prezydencki 2025 wynik: 35,2 % - 28,7 % - 15,5 % - 6,9 % -3,6 % - 3,3 % - 2,6 % - 1,5 % ini - 2,7 % wyboryprezydencki"
1.92E+18,https://x.com/TomaszSend90352/status/1919239187506638918,pozytywny,@GrzegorzBraun_ Głosuje na pana panie Grzegorzu 🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱,TomaszSend90352,Mon May 05 03:54:14 +0000 2025,tweets__Braun_replies_1918394614819557745_20250505_125409.csv,tweets__Braun, głosuje na pana panie grzegorzu        ,głosuje panie grzegorzu,głosować pani grzegorz
1.92E+18,https://x.com/ukaszGajewski9/status/1918754172171599972,negatywny,@GrzegorzBraun_ Braun to ruska kurwa i clown,ukaszGajewski9,Sat May 03 19:46:58 +0000 2025,tweets__Braun_replies_1918394614819557745_20250505_125409.csv,tweets__Braun, braun to ruska kurwa i clown,braun ruska kurwa clown,braun ruski kurwa clown
1.92E+18,https://x.com/aviuz123/status/1918911996864409864,negatywny,"@hen_zing @GrzegorzBraun_ Równość wobec prawa, jeśli ktoś nie szanuje nas to powinna go spotkać adekwatna kara. Bóg jest również sprawiedliwy i na sprawiedliwość władz zezwala. Miłość to nie tylko pouczanie, spijanie sobie z dziubków ale też nauczka. Czy ty w ogóle zglebiasz się w wiarę pouczając nią nas?",aviuz123,Sun May 04 06:14:06 +0000 2025,tweets__Braun_replies_1918394614819557745_20250505_125409.csv,tweets__Braun," równość wobec prawa, jeśli ktoś nie szanuje nas to powina go spotkać adekwatna kara. bóg jest również sprawiedliwy i na sprawiedliwość władz zezwala. miłość to nie tylko pouczanie, spijanie sobie z dziubków ale też nauczka. czy ty w ogóle zglebiasz się w wiarę pouczając nią nas?","równość wobec prawa, szanuje powina spotkać adekwatna kara. bóg sprawiedliwy sprawiedliwość władz zezwala. miłość pouczanie, spijanie dziubków nauczka. ogóle zglebiasz wiarę pouczając nas?","równość wobec prawo, szanować powina spotkać adekwatny kara. bóg sprawiedliwy sprawiedliwość władza zezwalać. miłość pouczać, spijanąć dziubek nauczka. ogół zglebiać wiara pouczać my?"
1.92E+18,https://x.com/paza71392403/status/1916226307374952630,pozytywny,@Alicja1263 Tylko #Trzaskowski2025,paza71392403,Sat Apr 26 20:22:08 +0000 2025,tweets__Trzaskowski2025_20250505_121152.csv,tweets__Trzaskowski2025, tylko trzaskowski2025,trzaskowski2025,trzaskowski2025
1.92E+18,https://x.com/ANNAdust107/status/1918724944298393850,pozytywny,"@Ren4ta_H jest empatyczny, czarująco się uśmiecha ....i jest dla wszystkich miły.... to wszystko właśnie procentuje !!#Nawrocki2025 🇵🇱🦾🇵🇱 #NawrockiPrezydent2025 https://t.co/cNrCVuwwM0",ANNAdust107,Sat May 03 17:50:49 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025," jest empatyczny, czarująco się uśmiecha .i jest dla wszystkich miły. to wszystko właśnie procentuje ! nawrocki2025     nawrockiprezydent2025 ","empatyczny, czarująco uśmiecha .i miły. procentuje ! nawrocki2025 nawrockiprezydent2025","empatyczny, czarująco uśmiechać.i miły. procentować! nawrocki2025 nawrockiprezydent2025"
1.92E+18,https://x.com/KubiesaJ/status/1915502532081668145,negatywny,@paczonek @jakubiak_marek Lepszy niż szwabski malarz kominów.,KubiesaJ,Thu Apr 24 20:26:06 +0000 2025,tweets__Jakubiak_replies_1915122574050398590_20250505_130747.csv,tweets__Jakubiak, lepszy niż szwabski malarz kominów.,lepszy szwabski malarz kominów.,dobry szwabski malarz komin.
1.92E+18,https://x.com/BratPoland/status/1917531420710363512,negatywny,@szymon_holownia https://t.co/9WK39PjoXl   Tylko kłamać 🤥 potrafisz,BratPoland,Wed Apr 30 10:48:11 +0000 2025,tweets__Holownia_replies_1917278474839924899_20250505_130429.csv,tweets__Holownia, tylko kłamać   potrafisz,kłamać potrafisz,kłamać potrafić
1.92E+18,https://x.com/ASTANA0550/status/1919111694220964049,pozytywny,Wspólnotę zbudujemy Zaraz po tym jak Rafała wybierzemy👊✌️ #Trzaskowski2025,ASTANA0550,Sun May 04 19:27:37 +0000 2025,tweets__Trzaskowski2025_20250505_122839.csv,tweets__Trzaskowski2025,wspólnotę zbudujemy zaraz po tym jak rafała wybierzemy   trzaskowski2025,wspólnotę zbudujemy zaraz rafała wybierzemy trzaskowski2025,wspólnota zbudujemy zaraz rafać wybierzemy trzaskowski2025
1.92E+18,https://x.com/DanielNawrocki_/status/1919058988785668605,pozytywny,Wielkopolska 🇵🇱 Dziękuję! ❤️   #BanerDlaTaty #Nawrocki2025 https://t.co/s54SZ27g9i,DanielNawrocki_,Sun May 04 15:58:11 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025,wielkopolska   dziękuję!   banerdlataty nawrocki2025 ,wielkopolska dziękuję! banerdlataty nawrocki2025,wielkopolski dziękować! banerdlatat nawrocki2025
1.92E+18,https://x.com/LizMePempekola/status/1918553565485769004,negatywny,"@ZandbergRAZEM Chłopie, kto normalny by ci dał władze, jak ty paradujesz w koszulkach z komunistycznymi zbrodniarzami.",LizMePempekola,Sat May 03 06:29:49 +0000 2025,tweets__Zandberg_replies_1918389965593166053_20250505_134204.csv,tweets__Zandberg," chłopie, kto normalny by ci dał władze, jak ty paradujesz w koszulkach z komunistycznymi zbrodniarzami.","chłopie, normalny dał władze, paradujesz koszulkach komunistycznymi zbrodniarzami.","chłop, normalny dać władza, paradiwać koszulka komunistyczny zbrodniarz."
1.92E+18,https://x.com/Jerzy_Wu/status/1916190067204252002,pozytywny,Nasz Prezydent💪👍✌️ #Trzaskowski2025  #CalaPolskaNaprzód  #TrzaskamyPierwsząTurę,Jerzy_Wu,Sat Apr 26 17:58:07 +0000 2025,tweets__Trzaskowski2025_20250505_121152.csv,tweets__Trzaskowski2025,nasz prezydent    trzaskowski2025 calapolskanaprzód trzaskamypierwsząturę,prezydent trzaskowski2025 calapolskanaprzód trzaskamypierwsząturę,prezydent trzaskowski2025 calapolskanaprzód trzaskamypierwsząturę
1.92E+18,https://x.com/tokecpar/status/1916089720481763774,neutralny,Subiektywny ranking kandydatów na Prezydenta RP.  Od najlepszego do najgorszego.  1. Zandberg 2. Biejat 3. Trzaskowski 4. Hołownia 5. Senyszyn 6. Jakubiak 7. Nawrocki 8. Mentzen 9. Bartoszewicz 10. Stanowski 11. Woch 12. Braun 13. Maciak  #WyboryPrezydenckie2025 #wybory2025,tokecpar,Sat Apr 26 11:19:23 +0000 2025,tweets__Wybory2025_20250505_122545.csv,tweets__Wybory2025,subiektywny ranking kandydatów na prezydenta rp. od najlepszego do najgorszego. 1. zandberg 2. biejat 3. trzaskowski 4. hołownia 5. senyszyn 6. jakubiak 7. nawrocki 8. mentzen 9. bartoszewicz 10. stanowski 1. woch 12. braun 13. maciak wyboryprezydenckie2025 wybory2025,subiektywny ranking kandydatów prezydenta rp. najlepszego najgorszego. 1. zandberg 2. biejat 3. trzaskowski 4. hołownia 5. senyszyn 6. jakubiak 7. nawrocki 8. mentzen 9. bartoszewicz 10. stanowski 1. woch 12. braun 13. maciak wyboryprezydenckie2025 wybory2025,subiektywny ranking kandydat prezydent rp. najlepszego najgorszego. 1. zandberg 2. biejat 3. trzaskowski 4. hołownia 5. senyszyna 6. jakubiak 7. nawrocki 8. mentzen 9. Bartoszewicz 10. Stanowski 1. woch 12. braun 13. Maciak wyboryprezydenckie2025 wybory2025
1.92E+18,https://x.com/ANNAdust107/status/1918735436064698483,pozytywny,@agntwo1 Ooooo tak !!! MEGA CZAD !!! Karol #Nawrocki2025  🇵🇱WYMIATA !!!,ANNAdust107,Sat May 03 18:32:30 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, oo tak ! mega czad ! karol nawrocki2025  wymiata !,oo ! mega czad ! karol nawrocki2025 wymiata !,oo! megać czad! Karol nawrocki2025 wymiatać!
1.92E+18,https://x.com/bodkin_1980/status/1917466465453699470,negatywny,@CzDomi5307 @MagdaBiejat @Lewica_News @__Lewica Zerowa szansa,bodkin_1980,Wed Apr 30 06:30:04 +0000 2025,tweets__Biejat_replies_1916532829762064668_20250505_123356.csv,tweets__Biejat, zerowa szansa,zerowa szansa,zerowy szansa
